id,name,province,city,address,types,1st,2nd
14710064,스타마트,경북,구미시,경북 구미시 임은길 15  ,lotto645|pension720|speetto,3,18
14700007,대박찬스로또복권방,경북,의성군,경북 의성군  문소3길 95-1 ,lotto645|pension720|speetto,2,6
14100352,준마트,경기,고양시,경기 고양시 덕양구  행당로 35 ,lotto645|pension720|speetto,1,4
14100583,가두판매점,경기,안양시,경기 안양시 만안구 안양로 330-1  ,lotto645|pension720|speetto,2,11
14210064,로또부자세상,강원,원주시,강원 원주시  천사로 286 1층,lotto645|pension720|speetto,1,7
14820001,이효민나눔로또,경남,거제시,경남 거제시  능포로 164 1층,lotto645|pension720|speetto,1,3
14800068,대우할인매장,경남,창원시,경남 창원시 성산구  정동로162번길 74 대운상가1층109,lotto645|pension720|speetto,1,3
11101703,뚜레쥬르화곡역점,서울,강서구,서울 강서구  우장산동 1052-9번지,lotto645,1,0
11101598,천하명당복권방,서울,성북구,서울 성북구  정릉로 268 ,lotto645|pension720,2,5
22600016,씨스페이스(범어사역점),부산,금정구,부산 금정구  중앙대로 2097 ,lotto645|speetto,3,13
13110008,동성복권방,울산,동구,울산 동구 서부동  315-2번지,lotto645|speetto,1,3
14100254,싱글벙글마트,경기,광명시,경기 광명시  광명로 884 1층 좌측호(광명동),lotto645|pension720|speetto,2,3
14200071,동명수퍼,강원,속초시,강원 속초시 중앙로 205 GS25동명점  ,lotto645|pension720|speetto,3,32
14810063,로또행운마트,경남,김해시,경남 김해시  능동로 177 복권판매점,lotto645|pension720|speetto,5,18
22600138,GS25(민락중앙점),부산,수영구,부산 수영구 민락동 181-82 ,lotto645|speetto,1,4
14110404,드림복권방,경기,수원시,경기 수원시 권선구  정조로 515 ,lotto645|pension720|speetto,3,9
14110650,복권방,경기,수원시,경기 수원시 팔달구  권광로 213 ,lotto645|pension720|speetto,4,14
11110683,공항로또,서울,강서구,서울 강서구  공항대로 37 7호,lotto645|pension720|speetto,2,10
11110367,양평점로또판매,서울,영등포구,서울 영등포구 양평동4가  197-1번지,lotto645|speetto,1,2
12820017,25시 스토리,인천,서구,인천 서구  가정로 246 1층 111호,lotto645|pension720|speetto,1,6
13190021,토토복권방(병영점),울산,중구,울산 중구 남외동(병영1동) 243-2 ,lotto645|pension720|speetto,1,2
14100841,송내매표소,경기,부천시,경기 부천시  송내대로 37 104호,lotto645|pension720|speetto,4,25
14110052,분당점로또판매,경기,성남시,경기 성남시 분당구  판교로 436 홍우프라자 1층 13호 일부,lotto645|pension720|speetto,2,6
